LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,TOTAL_BILL,TOTAL_PAY,PAYMENT_RATIO,AVG_BILL_AMT,AVG_PAY_AMT,LATE_PAYMENT_COUNT,CreditDefault
20000,1,2,2,36,2,0,0,-1,-1,-1,19597,35869,9066,309,3019,16496,1503,2036,309,3100,16890,500,84356,24338,0.28851533975058086,14059.333333333334,4056.3333333333335,1,0
210000,2,1,1,28,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0
50000,2,2,2,35,0,0,0,0,0,-1,41657,47969,49131,38884,8144,8643,10000,11000,5000,1005,15000,7000,194428,49005,0.2520470302631308,32404.666666666668,8167.5,0,0
200000,2,1,2,46,-2,-2,-2,-2,-2,-2,2263,3441,2124,6041,2975,3441,3448,2124,6063,2975,3441,1841,20285,19892,0.9806260783830416,3380.8333333333335,3315.3333333333335,0,0
50000,1,2,2,25,1,4,3,2,2,0,53086,51981,50805,51518,50713,51309,0,0,1800,108,2400,1926,309412,6234,0.02014789342365519,51568.666666666664,1039.0,5,0
250000,1,2,2,25,2,0,0,0,0,0,28681,30615,33726,36823,34829,23994,3000,4000,4000,5000,4000,2000,188668,22000,0.11660694977420655,31444.666666666668,3666.6666666666665,1,0
30000,2,2,2,22,-1,0,-1,-1,-1,-1,13271,9277,2655,2800,4503,780,2015,2655,2800,4503,780,11500,33286,24253,0.7286246469987382,5547.666666666667,4042.1666666666665,0,0
70000,1,1,2,26,2,0,0,0,0,0,50587,51329,48122,43912,44834,45737,2214,3510,1720,1780,1800,1900,284521,12924,0.04542371213372651,47420.166666666664,2154.0,1,0
140000,1,1,2,32,0,0,0,0,0,0,130134,131475,137236,121914,71210,72778,5000,8000,5485,5000,3000,2000,664747,28485,0.042850889135265,110791.16666666667,4747.5,0,1
170000,2,1,2,31,1,-1,-1,-2,-2,-1,0,843,0,0,0,1880,843,0,0,0,1880,456,2723,3179,1.1674623576937202,453.8333333333333,529.8333333333334,1,0
80000,2,2,2,24,0,0,0,0,0,0,75125,77353,78321,73731,39643,39457,3503,5001,2092,1218,1445,878,383630,14137,0.036850611266063656,63938.333333333336,2356.1666666666665,0,0
780000,2,2,2,41,-2,-2,-2,-2,-2,-2,101957,61715,38686,21482,72628,182792,62819,39558,22204,82097,184322,25695,479260,416695,0.8694549931143847,79876.66666666667,69449.16666666667,0,0
40000,1,2,2,28,-1,-1,-2,-2,-2,-2,3333,-167,-5187,-187,-187,113,167,4982,5000,0,3335,27000,-2282,40484,-17.740578439964942,-380.3333333333333,6747.333333333333,0,0
20000,2,2,1,34,0,0,2,-1,-1,-1,3223,3176,220,632,0,316,1220,0,632,0,316,782,7567,2950,0.38985066737148144,1261.1666666666667,491.6666666666667,1,1
240000,2,2,1,43,1,-2,-2,-1,0,0,0,0,0,12700,12500,26225,0,0,12700,0,13725,0,51425,26425,0.5138551288283909,8570.833333333334,4404.166666666667,1,0
620000,2,1,2,38,-1,-1,-1,-1,-1,-1,12136,7938,620,16022,2581,2867,8638,620,16032,2856,4197,920,42164,33263,0.7888957404420833,7027.333333333333,5543.833333333333,0,0
380000,1,1,1,53,-1,0,0,-1,-1,0,4901,22010,2302,20798,16394,26002,22000,2300,9947,16400,18000,7400,92407,76047,0.8229571352819591,15401.166666666666,12674.5,0,0
280000,2,2,1,48,2,-1,0,0,0,0,9511,35852,36875,75016,38304,27383,35852,1467,1200,1792,15137,0,222941,55448,0.24871154251573285,37156.833333333336,9241.333333333334,1,1
130000,2,2,1,43,-1,-1,-1,-1,-1,-1,2292,6776,2811,3589,11151,1543,6776,2811,3589,11351,1543,1109,28162,27179,0.9650948086073432,4693.666666666667,4529.833333333333,0,0
30000,2,3,1,25,0,0,0,0,0,0,26277,25896,27460,27735,27711,28643,2000,2000,2000,2000,1500,1500,163722,11000,0.06718706099363556,27287.0,1833.3333333333333,0,0
390000,2,1,1,34,-2,-2,-2,-1,-1,0,7639,10876,6203,1518,46365,48795,6083,1051,1545,47280,3000,3000,121396,61959,0.5103874921743715,20232.666666666668,10326.5,0,0
40000,2,1,2,24,0,0,0,0,0,0,28140,32343,39717,37263,35224,34111,5000,8017,7000,4000,5000,5000,206798,34017,0.16449385390574378,34466.333333333336,5669.5,0,1
250000,1,2,2,44,0,0,0,0,0,0,175070,175494,175711,153130,153859,103593,8000,6018,6887,6000,4001,12000,936857,42906,0.04579781119210296,156142.83333333334,7151.0,0,0
50000,2,2,1,31,0,0,0,0,0,0,13641,15409,16052,15993,15780,15549,2000,1223,1000,1000,1000,1000,92424,7223,0.07815069678871289,15404.0,1203.8333333333333,0,0
160000,2,1,1,38,0,0,0,0,0,0,132932,134384,131724,131767,133195,126064,8005,15000,10000,7000,5000,8000,790066,53005,0.06708933177734519,131677.66666666666,8834.166666666666,0,0
100000,2,2,1,35,3,3,2,2,0,0,61089,59556,60486,58296,33247,34118,0,2525,0,1206,1423,3400,306792,8554,0.027882082974784218,51132.0,1425.6666666666667,4,1
400000,1,1,1,47,0,0,0,0,0,0,105610,107495,111150,112444,97523,84858,3904,5646,5000,3000,5000,5000,619080,27550,0.0445015183821154,103180.0,4591.666666666667,0,0
60000,2,2,1,38,7,6,5,4,3,2,126220,76247,72225,67850,63073,61761,0,880,528,0,0,2380,467376,3788,0.008104823525384273,77896.0,631.3333333333334,6,0
440000,2,2,2,31,0,0,0,0,0,-1,49803,25781,18400,10978,1175,32857,1390,4375,271,497,34255,1048,138994,41836,0.3009914097011382,23165.666666666668,6972.666666666667,0,0
130000,1,2,2,27,0,0,0,0,0,0,84579,86256,88093,89837,91625,92822,3084,3224,3236,3257,3509,3428,533212,19738,0.03701717140649498,88868.66666666667,3289.6666666666665,0,0
100000,2,2,2,24,2,0,0,2,2,-1,17938,20486,21644,9209,6495,78080,2842,3000,0,6000,80900,0,153852,92742,0.6028000935964434,25642.0,15457.0,3,1
110000,2,1,2,27,0,0,0,0,2,0,89603,88232,85362,74552,59902,42254,4113,3500,4005,0,1500,1999,439905,15117,0.03436423773314693,73317.5,2519.5,1,0
210000,2,1,1,33,0,0,0,0,0,0,199851,190551,192717,195700,150525,137565,7000,7791,7000,5254,5400,5380,1066909,37825,0.0354528830481325,177818.16666666666,6304.166666666667,0,1
50000,2,2,1,42,0,0,0,0,0,0,49624,49357,49366,49221,48848,47545,2100,2150,2200,2000,2000,3000,293961,13450,0.04575436877681053,48993.5,2241.6666666666665,0,0
150000,2,1,2,28,-1,2,-1,2,0,-1,1040,148,9173,296,148,446,0,9173,0,0,446,0,11251,9619,0.8549462270020443,1875.1666666666667,1603.1666666666667,2,1
360000,2,3,1,36,2,0,0,-2,-2,-2,150527,153900,0,0,0,0,7000,0,0,0,0,0,304427,7000,0.022994018270389945,50737.833333333336,1166.6666666666667,1,0
90000,2,2,2,23,0,0,0,0,0,0,23362,23255,23539,28986,27079,21966,9025,3539,9000,650,584,639,148187,23437,0.1581582729929076,24697.833333333332,3906.1666666666665,0,0
20000,1,2,2,46,0,0,0,0,0,0,20376,19927,19907,19349,17484,-1216,2000,1500,607,1360,1300,20538,95827,27305,0.2849405699854947,15971.166666666666,4550.833333333333,0,0
60000,2,2,2,44,0,0,0,-1,-1,-2,57657,54173,67300,590,0,0,3400,1650,1180,0,0,400,179720,6630,0.03689071889606054,29953.333333333332,1105.0,0,0
210000,2,1,2,31,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0
320000,2,2,1,43,0,0,0,0,0,0,181048,186444,188596,192145,195813,198648,8500,7000,6800,7000,6965,7500,1142694,43765,0.03829984230248868,190449.0,7294.166666666667,0,0
100000,1,2,2,40,0,0,0,0,0,0,86208,173340,36562,37298,39687,40044,3595,3218,1345,3000,1275,440,413139,12873,0.03115900459651594,68856.5,2145.5,0,0
100000,2,3,2,27,0,0,0,0,0,0,83587,85389,86981,81522,81171,79766,3151,3065,2892,2936,3000,3000,498416,18044,0.03620269012230747,83069.33333333333,3007.3333333333335,0,0
490000,1,1,1,43,2,-1,-1,-2,-1,-1,3956,3081,0,0,2236,3052,3081,0,0,2236,3052,3159,12325,11528,0.9353346855983773,2054.1666666666665,1921.3333333333333,1,1
210000,1,2,1,46,-2,-2,-2,-2,-2,-2,0,1828,765,0,0,0,1828,765,0,0,0,0,2593,2593,1.0,432.1666666666667,432.1666666666667,0,0
120000,2,2,1,37,0,0,0,2,0,0,12006,13024,14795,14313,14762,14902,1171,1942,0,626,478,495,83802,4712,0.05622777499343691,13967.0,785.3333333333334,1,0
210000,2,1,1,37,2,2,2,2,2,2,76089,77985,79104,80399,81462,83366,3700,3000,3200,2500,3400,4300,478405,20100,0.042014611051305904,79734.16666666667,3350.0,6,1
50000,2,2,2,24,1,2,0,0,0,0,49469,42983,40307,17575,14691,14393,0,2199,1000,5000,2000,5000,179418,15199,0.08471279358815727,29903.0,2533.1666666666665,2,1
30000,1,3,1,58,0,0,0,0,0,0,19143,20168,21229,21495,21800,22437,1640,1700,915,800,1000,1961,126272,8016,0.06348200709579321,21045.333333333332,1336.0,0,0
220000,2,1,2,30,0,0,0,-1,0,0,213525,141764,53019,143408,136786,130596,6439,2261,143408,4754,4740,5190,819098,166792,0.2036288698055666,136516.33333333334,27798.666666666668,0,0
30000,2,2,2,22,1,2,0,0,0,0,27332,26600,27832,26897,27278,27851,0,2006,2000,1100,1137,1300,163790,7543,0.046052872580743635,27298.333333333332,1257.1666666666667,2,0
340000,2,3,1,37,-1,-1,-1,-1,-1,-1,16275,20037,9085,9461,12654,7296,20047,9126,9481,12657,7306,9928,74808,68545,0.9162790075927708,12468.0,11424.166666666666,0,0
50000,2,2,2,56,0,0,-1,0,0,-1,30121,31295,19100,18900,0,3900,2295,19100,0,0,3900,0,103316,25295,0.2448313910720508,17219.333333333332,4215.833333333333,0,0
330000,1,1,1,43,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1
500000,2,1,2,30,0,0,0,0,0,0,137243,129722,128006,125294,92276,96112,5000,5116,5000,5000,5000,5000,708653,30116,0.04249752699840401,118108.83333333333,5019.333333333333,0,0
30000,2,3,1,28,0,0,0,0,0,0,16162,13301,12930,13233,12595,12454,2000,1307,2000,252,249,100,80675,5908,0.07323210412147506,13445.833333333334,984.6666666666666,0,1
90000,2,3,1,45,0,0,0,0,0,0,63115,33963,33807,2966,1223,0,1988,1900,59,24,0,0,135074,3971,0.02939869997186727,22512.333333333332,661.8333333333334,0,0
130000,1,1,1,39,2,-1,-1,-1,-1,-1,390,390,390,1068,3169,390,390,390,1068,3169,390,390,5797,5797,1.0,966.1666666666666,966.1666666666666,1,0
360000,2,3,2,30,-1,0,0,-1,0,0,11816,19726,26374,9781,8719,18076,10000,13021,9781,0,10000,8752,94492,51554,0.5455911611565,15748.666666666666,8592.333333333334,0,0
160000,2,2,2,40,1,-1,-1,-1,-1,-1,0,372,-7,3298,455,-325,372,0,3305,455,0,0,3793,4132,1.0893751647772212,632.1666666666666,688.6666666666666,1,0
500000,2,2,2,44,0,0,0,0,0,0,77257,73089,81210,88888,107072,115264,10000,10000,10000,20000,10000,0,542780,60000,0.11054202439294004,90463.33333333333,10000.0,0,0
150000,2,5,1,40,0,0,0,0,0,0,21001,12406,14587,59974,51049,47079,4000,2500,55000,1115,1000,0,206096,63615,0.30866683487306884,34349.333333333336,10602.5,0,0
200000,2,2,1,43,2,2,2,2,2,2,171647,167478,178983,180784,184201,187467,0,14500,6400,7000,7000,7000,1070560,41900,0.0391383948587655,178426.66666666666,6983.333333333333,6,0
300000,2,1,2,39,-1,-1,-1,-1,-1,-1,729,0,236,766,227,0,0,236,800,227,0,0,1958,1263,0.6450459652706844,326.3333333333333,210.5,0,0
50000,2,2,2,23,-1,-1,-1,0,-1,-1,780,0,780,390,390,500,0,780,0,390,500,18300,2840,19970,7.03169014084507,473.3333333333333,3328.3333333333335,0,1
180000,2,3,1,41,2,2,2,2,0,0,96093,100094,101204,98680,100644,102750,6500,3582,0,3605,3731,3752,599465,21170,0.03531482238329177,99910.83333333333,3528.3333333333335,4,1
80000,2,1,2,22,0,0,0,0,0,0,48305,48823,41495,36733,27692,27872,1739,1701,1439,980,1005,1216,230920,8080,0.03499047289104452,38486.666666666664,1346.6666666666667,0,0
240000,1,1,1,39,1,-2,-2,-2,-2,-2,-18,-18,-18,-18,-18,-18,0,0,0,0,0,0,-108,0,-0.0,-18.0,0.0,1,0
80000,2,2,1,35,0,0,0,0,0,0,14376,15689,16393,16724,17086,17431,1435,1139,470,500,490,544,97699,4578,0.04685820735114996,16283.166666666666,763.0,0,0
360000,2,2,1,58,-2,-1,-1,-2,-2,-2,0,600,0,0,0,1459,600,0,0,0,1459,0,2059,2059,1.0,343.1666666666667,343.1666666666667,0,0
170000,1,2,1,36,2,2,2,0,0,0,75960,64683,51184,37938,25292,12646,2000,0,0,0,0,173869,267703,175869,0.656955656081553,44617.166666666664,29311.5,3,0
470000,2,1,1,42,0,0,0,0,0,-1,10360,7450,5719,1730,-7,24672,2474,1751,1012,0,24679,2600,49924,32516,0.6513099911866036,8320.666666666666,5419.333333333333,0,0
20000,1,3,1,26,3,2,3,2,0,0,10135,11926,11448,10970,11636,12442,2100,0,0,1000,1000,0,68557,4100,0.059804250477704685,11426.166666666666,683.3333333333334,4,1
30000,2,2,2,23,2,0,0,0,0,0,27216,28420,27929,28920,27997,28378,3003,1482,1703,1001,1500,1845,168860,10534,0.062383039204074384,28143.333333333332,1755.6666666666667,1,1
200000,2,1,2,30,-1,-1,0,0,0,0,1674,7398,6867,7477,7232,6442,7398,1000,1000,145,276,780,37090,10599,0.28576435696953356,6181.666666666667,1766.5,0,0
240000,1,2,2,46,0,0,0,0,0,0,47379,49274,51171,52716,54229,56191,3000,3000,3000,3000,3000,3000,310960,18000,0.05788525855415488,51826.666666666664,3000.0,0,0
90000,1,1,1,56,0,0,0,0,0,0,58438,60208,62000,60673,22196,29809,2572,3188,2661,1000,8000,1000,293324,18421,0.06280086184560418,48887.333333333336,3070.1666666666665,0,0
30000,2,3,1,53,0,0,0,0,-1,0,30587,29462,28068,23362,29837,30357,1700,1288,982,32000,2000,1436,171673,39406,0.22954104605849493,28612.166666666668,6567.666666666667,0,0
200000,2,2,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,246,0,246,24600.0,0.0,41.0,1,1
50000,1,3,1,45,-1,-1,-2,-2,-2,-2,1189,0,0,0,0,0,300,0,0,0,0,0,1189,300,0.2523128679562658,198.16666666666666,50.0,0,0
200000,2,4,2,34,-1,-1,-2,-2,-2,-1,6093,4297,15765,3997,4931,429,4310,15818,4009,4945,429,0,35512,29511,0.8310148682135616,5918.666666666667,4918.5,0,0
230000,2,1,1,35,-1,-1,-1,-1,-1,-1,1246,3284,4283,3476,3283,426,3312,4309,3549,3297,426,1390,15998,16283,1.017814726840855,2666.3333333333335,2713.8333333333335,0,0
200000,1,3,2,31,0,0,0,-2,-1,0,6492,6069,-202,1201,1200,0,1050,0,1302,100,0,0,14760,2452,0.16612466124661246,2460.0,408.6666666666667,0,0
150000,2,2,1,47,0,0,0,0,0,0,153404,144960,148146,142279,139905,142833,6900,7200,5450,5265,5443,5350,871527,35608,0.04085702450985454,145254.5,5934.666666666667,0,0
390000,1,2,1,42,-1,-1,-1,-1,-1,-1,1565,1733,2472,2626,989,4647,1733,2492,2637,992,4667,277,14032,12798,0.9120581527936146,2338.6666666666665,2133.0,0,0
270000,2,2,2,25,0,0,0,0,0,0,23579,24613,25617,25434,25966,26486,1419,1423,910,942,951,1000,151695,6645,0.043805003460891924,25282.5,1107.5,0,0
360000,2,1,2,38,1,2,0,0,0,0,4741,4534,6491,8422,8665,0,0,2000,2000,243,0,0,32853,4243,0.12915106687364927,5475.5,707.1666666666666,2,1
390000,1,2,2,28,0,0,0,0,-1,0,198132,192975,68855,-1391,249742,253914,9124,3181,895,253009,10009,9509,962227,285727,0.2969434447380919,160371.16666666666,47621.166666666664,0,0
50000,1,2,1,51,0,0,0,0,0,0,46094,47157,48669,42360,19840,19840,1831,2343,1611,200,0,0,223960,5985,0.02672352205751027,37326.666666666664,997.5,0,0
190000,1,1,2,33,-1,-1,-1,0,-1,0,546,1213,15571,14625,28520,24920,1213,15571,0,28520,0,0,85395,45304,0.5305228643363195,14232.5,7550.666666666667,0,0
110000,2,2,1,45,0,0,0,0,0,0,108214,107512,82828,47978,47276,48109,5300,3300,1700,1900,1770,3000,441917,16970,0.03840087618263158,73652.83333333333,2828.3333333333335,0,0
150000,2,1,1,54,0,0,0,0,0,0,152059,150510,152228,141778,142694,145622,7100,5800,5300,5200,5300,5600,884891,34300,0.038761836203555014,147481.83333333334,5716.666666666667,0,0
30000,2,2,1,25,1,2,0,0,0,0,29304,28534,29906,30524,28915,29524,0,1831,1449,1100,1051,1281,176707,6712,0.03798378106130487,29451.166666666668,1118.6666666666667,2,1
80000,2,2,2,22,0,0,0,0,0,0,2524,5097,6107,7141,7355,7357,3000,1500,1500,700,500,500,35581,7700,0.21640763328742868,5930.166666666667,1283.3333333333333,0,0
200000,2,2,2,24,0,0,0,0,0,0,225931,229787,233553,206398,145825,140249,8271,8182,6576,5073,5095,5172,1181743,38369,0.03246814239644322,196957.16666666666,6394.833333333333,0,0
60000,2,3,2,49,1,2,0,0,0,0,28763,25470,24125,22597,20784,15599,0,1301,1000,600,600,763,137338,4264,0.031047488677569207,22889.666666666668,710.6666666666666,2,0
90000,2,3,1,29,0,0,0,0,0,0,91116,89047,91595,88197,59822,55345,3500,4000,3002,1974,2000,5000,475122,19476,0.04099157690024878,79187.0,3246.0,0,0
30000,2,3,1,32,0,0,0,2,0,0,27395,25947,30473,27940,28397,29009,2000,5303,0,1200,1200,1200,169161,10903,0.06445339055692506,28193.5,1817.1666666666667,1,0
200000,2,1,2,48,-2,-2,-2,-1,2,2,0,0,0,5000,5000,0,0,0,5000,0,0,0,10000,5000,0.5,1666.6666666666667,833.3333333333334,2,0
20000,2,2,2,23,0,0,0,0,2,0,4561,6474,8353,13192,14871,11536,2000,2000,5000,2000,1000,2000,58987,14000,0.23734043094241103,9831.166666666666,2333.3333333333335,1,0
200000,2,2,2,41,-2,-1,-1,-1,-1,0,15094,1717,988,1805,72551,90988,1727,991,1817,72836,30300,60000,183143,167671,0.9155195666774051,30523.833333333332,27945.166666666668,0,0
50000,1,1,1,40,0,0,0,0,0,0,50657,50529,49162,19969,19893,20282,2015,2190,809,3012,5795,2001,210492,15822,0.07516675218060544,35082.0,2637.0,0,0
240000,1,1,2,34,1,2,-1,-1,0,0,40286,38008,9497,9124,7128,2745,14,9497,9124,2000,1200,1000,106788,22835,0.2138348878151103,17798.0,3805.8333333333335,2,0
200000,2,1,1,37,-1,-1,0,-1,0,0,1382,23942,18143,11770,22155,13235,23994,10112,11770,12155,3000,30075,90627,91106,1.0052854005980558,15104.5,15184.333333333334,0,0
270000,1,1,2,36,0,0,0,2,0,0,78630,68921,46512,40335,37165,22156,10076,4018,14,2051,2000,0,293719,18159,0.06182439678740565,48953.166666666664,3026.5,1,0
260000,1,1,2,30,-2,-2,-2,-2,-2,-2,2322,1233,3302,6592,5008,3386,1233,3302,6592,5008,3386,2547,21843,22068,1.0103007828594974,3640.5,3678.0,0,0
60000,2,2,1,29,2,2,2,2,2,2,56252,57760,58250,56352,57930,16563,3000,2100,0,2801,0,3619,303107,11520,0.03800638058507392,50517.833333333336,1920.0,6,1
180000,1,2,1,53,-1,-1,-1,-1,-1,-1,316,316,316,316,316,316,316,316,316,316,316,466,1896,2046,1.0791139240506329,316.0,341.0,0,1
350000,2,3,1,43,-1,2,-1,0,-1,-1,14103,5397,54554,92400,3520,3330,0,54554,83288,3520,3330,21852,173304,166544,0.9609933988828879,28884.0,27757.333333333332,1,0
470000,2,1,2,30,-2,-1,-1,-2,-1,-1,1689,499,350,2277,41523,2175,499,350,2277,41523,2175,6351,48513,53175,1.0960979531259663,8085.5,8862.5,0,1
330000,2,1,2,32,0,0,0,0,0,0,12118,11176,9369,7061,23421,21240,2000,1114,1493,20000,1000,700,84385,26307,0.31174971855187533,14064.166666666666,4384.5,0,0
30000,1,2,2,22,3,2,2,2,2,3,26061,25349,27826,27080,30525,29764,0,3200,0,3900,0,0,166605,7100,0.042615767834098615,27767.5,1183.3333333333333,6,1
50000,2,1,2,27,1,2,0,0,2,2,21824,21187,23815,26418,25859,29745,0,3000,3000,0,4500,0,148848,10500,0.07054176072234764,24808.0,1750.0,4,1
350000,2,2,2,28,-2,-2,-2,-2,-2,-2,3738,7555,36553,8997,13074,5107,7555,36698,9124,13074,5107,18830,75024,90388,1.2047878012369375,12504.0,15064.666666666666,0,0
500000,2,1,1,35,-1,-1,-1,-1,-1,-1,3290,10881,2517,2957,889,40855,11000,2517,2957,1000,41000,170,61389,58644,0.9552851488051606,10231.5,9774.0,0,1
60000,1,2,2,22,0,0,0,0,0,-1,60103,52193,44934,17769,10400,1760,3033,2093,560,600,1760,17933,187159,25979,0.13880711053168696,31193.166666666668,4329.833333333333,0,0
500000,2,1,2,30,-2,-2,-1,-1,-2,-2,1078,5543,500,617,617,617,5562,810,617,0,0,28572,8972,35561,3.9635532768613464,1495.3333333333333,5926.833333333333,0,0
90000,2,2,1,27,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0
30000,1,3,1,33,3,2,2,0,0,2,19932,20708,20089,22717,26073,25583,1400,0,3000,5000,0,800,135102,10200,0.07549851223520007,22517.0,1700.0,4,1
240000,2,5,1,41,2,2,2,2,2,2,239633,242710,229923,238940,238775,238202,9000,0,18000,9000,8600,0,1428183,44600,0.031228491026710162,238030.5,7433.333333333333,6,0
20000,2,2,1,26,0,0,0,0,2,0,17679,16720,17705,19228,18804,19316,1300,1277,1800,0,1000,1000,109452,6377,0.058262982860066516,18242.0,1062.8333333333333,1,1
320000,1,1,2,28,-1,0,0,-1,0,0,2007,3477,3037,1633,3633,0,2000,1000,1633,2000,0,3000,13787,9633,0.6987016754914049,2297.8333333333335,1605.5,0,0
360000,1,1,2,49,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0
20000,1,2,2,22,3,2,2,3,2,2,17710,17137,19830,19240,18419,20126,0,3000,0,0,2000,0,112462,5000,0.04445946186267361,18743.666666666668,833.3333333333334,6,1
30000,2,1,2,23,0,0,-2,-2,-2,-2,4242,3891,1005,5308,8430,0,3915,1005,5308,8443,0,1120,22876,19791,0.8651425074313691,3812.6666666666665,3298.5,0,0
50000,2,1,2,24,0,0,0,2,0,0,27245,28300,31900,31090,31837,32555,1800,4400,0,1400,1400,1400,182927,10400,0.05685328027027175,30487.833333333332,1733.3333333333333,1,0
460000,1,1,1,39,2,2,5,5,5,5,2495,2495,2495,2495,2495,2495,0,0,0,0,0,0,14970,0,0.0,2495.0,0.0,6,1
130000,2,3,1,56,0,0,0,0,0,0,30218,31706,34130,36245,38624,40989,2000,3000,3000,3000,3000,3000,211912,17000,0.08022197893465212,35318.666666666664,2833.3333333333335,0,0
290000,2,1,1,44,-2,-2,-2,-2,-2,-2,7886,9636,10060,3946,7388,4482,9636,10060,3948,7388,4482,8106,43398,43620,1.0051154431079774,7233.0,7270.0,0,0
80000,2,2,3,59,0,0,0,0,0,0,80893,79175,78713,80684,50400,50058,2799,3300,3600,1568,1625,1649,419923,14541,0.034627776997211396,69987.16666666667,2423.5,0,1
70000,1,2,2,38,0,0,0,0,0,0,48421,49620,49976,20882,16401,16903,2006,1362,1268,587,766,1000,202203,6989,0.034564274516204016,33700.5,1164.8333333333333,0,0
110000,2,2,1,40,0,0,0,2,0,0,84589,85418,38333,37419,38199,38957,3700,4890,0,1535,1545,1500,322915,13170,0.040784726630847125,53819.166666666664,2195.0,1,0
150000,2,2,2,26,-2,-2,-2,-2,-2,-2,37636,27448,29890,390,257,10700,27603,29890,21890,257,10833,212,106321,90685,0.8529359204672642,17720.166666666668,15114.166666666666,0,0
200000,2,2,1,34,-1,-1,-1,-1,-1,-1,390,390,390,561,390,390,390,390,561,390,390,390,2511,2511,1.0,418.5,418.5,0,0
200000,2,2,1,40,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,390,2340,2340,1.0,390.0,390.0,0,1
10000,1,2,1,29,0,0,0,0,0,0,9406,9968,9385,5163,780,0,3009,2000,2009,0,0,0,34702,7018,0.20223618235260216,5783.666666666667,1169.6666666666667,0,0
50000,1,2,2,26,0,0,0,0,2,0,37862,17545,18537,19941,19500,18921,1304,1296,1700,2,800,1000,132306,6102,0.04612035735340801,22051.0,1017.0,1,0
50000,1,1,2,27,-1,0,0,0,-1,-1,33567,0,28971,30437,14106,794,2034,0,2500,1024,397,21885,107875,27840,0.25807647740440326,17979.166666666668,4640.0,0,0
200000,2,1,2,35,0,-1,0,0,0,0,13766,39072,44758,45571,40592,7145,39124,15000,1622,2068,1000,2031,190904,60845,0.31872040397267737,31817.333333333332,10140.833333333334,0,0
240000,1,1,2,30,0,0,0,0,0,0,213483,216856,220514,217068,5886,11841,8008,10038,10029,1038,7000,0,885648,36113,0.04077579354325872,147608.0,6018.833333333333,0,0
30000,1,2,2,25,0,0,0,0,0,0,19955,20348,18339,18794,23530,23531,1338,1500,1000,5000,2000,24,124497,10862,0.08724708225901026,20749.5,1810.3333333333333,0,0
70000,2,1,2,26,0,0,0,0,0,0,41614,43610,46581,47634,51305,52580,3000,4000,1829,4500,2100,2500,283324,17929,0.06328090807697195,47220.666666666664,2988.1666666666665,0,0
50000,2,3,1,29,0,0,0,0,0,0,47194,48381,46777,39420,8824,9009,2002,2000,1530,1000,327,329,199605,7188,0.03601112196588262,33267.5,1198.0,0,1
90000,2,1,2,28,2,3,2,0,0,2,88627,86357,84131,85225,90347,85725,0,0,3400,6500,0,3301,520412,13201,0.02536644043565483,86735.33333333333,2200.1666666666665,4,1
360000,2,2,1,40,0,0,0,0,0,0,352583,343476,279728,264189,271688,288740,10461,10212,8000,10000,20000,10000,1800404,68673,0.03814310565850776,300067.3333333333,11445.5,0,0
300000,2,1,1,31,0,0,0,0,0,0,149893,152529,152882,113347,114554,116357,7000,6000,4084,4056,4300,6609,799562,32049,0.04008319554956338,133260.33333333334,5341.5,0,0
120000,1,3,1,38,2,2,2,2,2,2,77468,78642,79757,80853,82715,84805,3000,3000,3000,3300,3600,2700,484240,18600,0.03841070543532133,80706.66666666667,3100.0,6,1
450000,1,1,2,34,-1,-1,-1,-1,-1,-1,583,-16,2312,192,1630,14099,0,2328,192,1638,14169,1122,18800,19449,1.0345212765957448,3133.3333333333335,3241.5,0,0
20000,1,2,2,24,1,2,0,0,2,2,10248,10783,12291,14666,14289,17525,1000,2000,2900,0,3500,0,79802,9400,0.11779153404676575,13300.333333333334,1566.6666666666667,4,1
160000,2,2,1,30,2,2,0,0,0,0,164082,157663,159094,132809,100693,97181,17,7342,3675,2910,3904,2900,811522,20748,0.025566774529834066,135253.66666666666,3458.0,2,1
320000,1,1,2,34,-2,-2,-2,-2,-2,-2,5250,-3,988,6420,7174,-19,0,991,6452,9757,0,3995,19810,21195,1.069914184755174,3301.6666666666665,3532.5,0,0
20000,1,2,2,30,1,2,0,0,2,0,17819,17244,18938,19836,19390,19664,0,2000,1500,0,1000,1500,112891,6000,0.053148612378311824,18815.166666666668,1000.0,3,1
